Contest,Candidate Issue,Party,Precinct Name,Total Votes,% of Total Votes
State Representative District 2,Alex Andrade,REP,Precinct 90,243,22.25
State Representative District 2,Alex Andrade,REP,Precinct 94,1719,72.08
State Representative District 2,Alex Andrade,REP,Precinct 95,1196,69.62
State Representative District 2,Alex Andrade,REP,Precinct 97,886,60.52
State Representative District 2,Alex Andrade,REP,Precinct 98,506,19.98
State Representative District 2,Alex Andrade,REP,Precinct 99,731,61.48
State Representative District 2,Alex Andrade,REP,Precinct 105,2837,72.82
State Representative District 2,Alex Andrade,REP,Precinct 106,846,52.91
State Representative District 2,Alex Andrade,REP,Precinct 107,1913,57.31
State Representative District 2,Alex Andrade,REP,Precinct 108,1532,52.88
State Representative District 2,Alex Andrade,REP,Precinct 110,136,53.13
State Representative District 2,Dianne Krumel,DEM,Precinct 1,1585,41.99
State Representative District 2,Dianne Krumel,DEM,Precinct 3,1195,43.93
State Representative District 2,Dianne Krumel,DEM,Precinct 14,1268,82.12
State Representative District 2,Dianne Krumel,DEM,Precinct 15,664,37.81
State Representative District 2,Dianne Krumel,DEM,Precinct 24,1115,39.37
State Representative District 2,Dianne Krumel,DEM,Precinct 29,877,61.03
State Representative District 2,Dianne Krumel,DEM,Precinct 30,818,39.05
State Representative District 2,Dianne Krumel,DEM,Precinct 31,1080,70.50
State Representative District 2,Dianne Krumel,DEM,Precinct 32,235,49.79
State Representative District 2,Dianne Krumel,DEM,Precinct 35,832,45.81
State Representative District 2,Dianne Krumel,DEM,Precinct 40,656,45.81
State Representative District 2,Dianne Krumel,DEM,Precinct 41,1091,56.24
State Representative District 2,Dianne Krumel,DEM,Precinct 42,911,37.96
State Representative District 2,Dianne Krumel,DEM,Precinct 46,833,38.23
State Representative District 2,Dianne Krumel,DEM,Precinct 47,664,67.62
State Representative District 2,Dianne Krumel,DEM,Precinct 48,951,84.61
State Representative District 2,Dianne Krumel,DEM,Precinct 49,705,54.02
State Representative District 2,Dianne Krumel,DEM,Precinct 50,238,48.08
State Representative District 2,Dianne Krumel,DEM,Precinct 54,707,40.38
State Representative District 2,Dianne Krumel,DEM,Precinct 55,630,35.37
State Representative District 2,Dianne Krumel,DEM,Precinct 56,1002,64.19
State Representative District 2,Dianne Krumel,DEM,Precinct 58,326,37.47
State Representative District 2,Dianne Krumel,DEM,Precinct 60,589,81.58
State Representative District 2,Dianne Krumel,DEM,Precinct 61,926,43.99
State Representative District 2,Dianne Krumel,DEM,Precinct 64,1043,47.76
State Representative District 2,Dianne Krumel,DEM,Precinct 67,1457,30.62
State Representative District 2,Dianne Krumel,DEM,Precinct 71,714,51.81
State Representative District 2,Dianne Krumel,DEM,Precinct 72,342,47.37
State Representative District 2,Dianne Krumel,DEM,Precinct 73,1147,36.29
State Representative District 2,Dianne Krumel,DEM,Precinct 77,860,58.54
State Representative District 2,Dianne Krumel,DEM,Precinct 82,396,59.55
State Representative District 2,Dianne Krumel,DEM,Precinct 83,657,37.61
State Representative District 2,Dianne Krumel,DEM,Precinct 90,849,77.75
State Representative District 2,Dianne Krumel,DEM,Precinct 94,666,27.92
State Representative District 2,Dianne Krumel,DEM,Precinct 95,522,30.38
State Representative District 2,Dianne Krumel,DEM,Precinct 97,578,39.48
State Representative District 2,Dianne Krumel,DEM,Precinct 98,2027,80.02
State Representative District 2,Dianne Krumel,DEM,Precinct 99,458,38.52
State Representative District 2,Dianne Krumel,DEM,Precinct 105,1059,27.18
State Representative District 2,Dianne Krumel,DEM,Precinct 106,753,47.09
State Representative District 2,Dianne Krumel,DEM,Precinct 107,1425,42.69
State Representative District 2,Dianne Krumel,DEM,Precinct 108,1365,47.12
State Representative District 2,Dianne Krumel,DEM,Precinct 110,120,46.88
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 1,3177,96.68
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 3,2335,97.25
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 5,2245,97.74
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 6,1252,98.04
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 7,4582,98.05
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 11,863,98.97
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 14,967,92.54
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 15,1418,96.59
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 18,448,99.56
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 19,3198,98.83
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 21,2113,97.78
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 22,585,95.90
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 23,624,99.36
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 24,2417,96.95
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 25,874,96.90
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 26,4154,97.40
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 28,1192,91.41
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 29,1064,95.17
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 30,1838,97.15
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 31,1111,94.55
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 32,390,95.82
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 33,968,99.38
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 34,1210,93.44
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 35,1511,96.67
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 36,2329,97.82
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 38,2872,98.02
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 40,1209,97.26
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 41,1542,95.72
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 42,2106,97.27
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 43,4200,98.64
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 46,1930,97.38
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 47,707,93.89
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 48,677,90.99
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 49,1053,95.73
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 50,406,98.07
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 51,2182,95.49
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 54,1491,96.76
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 55,1540,97.10
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 56,1145,94.24
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 58,752,97.92
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 60,466,93.76
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 61,1751,95.95
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 62,2001,96.53
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 63,455,91.00
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 64,1801,96.16
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 67,4208,97.29
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 68,1588,97.84
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 69,2987,96.08
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 70,1715,95.49
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 71,1096,94.81
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 72,600,96.00
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 73,2753,97.24
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 74,4144,97.97
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 75,2519,97.11
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 77,1153,96.16
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 80,730,97.99
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 82,502,94.54
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 83,1506,96.60
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 86,1947,97.16
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 88,1199,96.77
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 90,749,92.93
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 91,3761,96.07
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 94,2083,97.93
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 95,1521,98.57
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 97,1302,97.46
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 98,1668,91.90
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 99,1025,96.52
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 101,1571,97.58
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 102,1735,97.36
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 103,1144,93.62
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 104,1140,92.91
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 105,3455,98.24
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 106,1311,96.40
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 107,2857,96.81
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 108,2423,96.88
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 110,1296,99.23
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 111,2195,96.87
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 112,4674,97.54
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 113,853,96.06
Clerk of the Circuit Court and Comptroller,Pamela Lynn Childers,REP,Precinct 114,2156,98.27
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 1,109,3.32
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 3,66,2.75
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 5,52,2.26
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 6,25,1.96
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 7,91,1.95
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 11,9,1.03
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 14,78,7.46
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 15,50,3.41
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 18,2,0.44
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 19,38,1.17
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 21,48,2.22
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 22,25,4.10
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 23,4,0.64
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 24,76,3.05
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 25,28,3.10
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 26,111,2.60
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 28,112,8.59
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 29,54,4.83
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 30,54,2.85
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 31,64,5.45
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 32,17,4.18
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 33,6,0.62
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 34,85,6.56
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 35,52,3.33
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 36,52,2.18
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 38,58,1.98
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 40,34,2.74
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 41,69,4.28
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 42,59,2.73
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 43,58,1.36
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 46,52,2.62
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 47,46,6.11
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 48,67,9.01
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 49,47,4.27
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 50,8,1.93
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 51,103,4.51
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 54,50,3.24
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 55,46,2.90
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 56,70,5.76
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 58,16,2.08
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 60,31,6.24
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 61,74,4.05
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 62,72,3.47
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 63,45,9.00
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 64,72,3.84
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 67,117,2.71
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 68,35,2.16
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 69,122,3.92
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 70,81,4.51
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 71,60,5.19
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 72,25,4.00
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 73,78,2.76
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 74,86,2.03
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 75,75,2.89
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 77,46,3.84
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 80,15,2.01
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 82,29,5.46
Clerk of the Circuit Court and Comptroller,WRITE-IN,NON,Precinct 83,53,3.40
